x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,data_quality
4.4,2,14.69,22.05,19.82,4.27,1.28,4.39,6.16,3.8,2.97,1.32,1.74,15,3.04,0
1.09,1.27,4.71,3.91,4.32,7.5,0.44,0.88,0.88,0.69,1.51,0.57,0.5,8.15,1.5,0
1.98,3.49,14.14,6.61,9.91,3.59,1.45,3.07,3.57,2.7,2.2,2.47,1.76,14.5,1.97,0
2.13,2.29,7.72,7.33,13.7,2.98,2.05,2.2,2.2,2.17,1.97,1.46,1.5,8.5,2.85,0
1.11,1.61,6.71,4.7,6.43,0.91,1.48,1.91,1.62,0.45,0.31,0.31,0.51,5.92,1.09,0
1.17,2.22,7.55,5.06,9.57,1.55,1.06,1.4,1.35,0.99,1.12,0.95,0.95,4.38,1.09,0
1.08,1.78,6.82,4.93,8.05,0.64,0.64,0.97,0.97,0.72,0.86,0.71,0.73,7.69,1.57,0
4.02,2.34,18.85,10.18,41.47,5.65,2.45,5.65,7.16,3.2,2.64,2.26,1.51,12.82,2.45,0
2.51,2.6,12.53,8.31,22.85,3.02,1.74,2.2,0.88,1.86,1.24,1.45,0.52,7.27,0.66,1
0.76,1.14,4.03,2.48,7.07,2.1,0.64,1.03,0.51,0.64,0.64,0.49,0.41,7.95,1.27,0
1.57,1.72,9.01,4.97,9.95,1.58,1.55,1.55,3.35,0.92,0.75,2.33,0.7,8.19,1.19,0
0.96,2.29,5.46,6.68,9.41,2.16,1.52,1.72,1.8,1.14,1,0.84,1.3,7.21,1.99,0
2.06,2.17,10.28,7.72,11.88,5.14,1.2,4.4,3.44,1.81,2.19,1.19,2.13,11.5,1.07,0
0.8,1.29,3.2,2.79,7.18,0.66,1.89,1.7,1.34,0.75,0.34,0.62,0.3,3.74,1.11,0
1.01,2.14,6.34,4.46,8.47,0.82,1.13,1.37,3.35,0.57,0.83,0.84,0.52,5.55,0.72,1
1.3,1.38,5.93,3.04,5.15,0.47,0.94,0.94,1.99,0.38,0.69,0.43,0.56,3.25,0.86,0
0.71,0.88,7.65,3.86,8.65,1.18,1.64,0.69,0.58,0.51,0.53,0.32,0.25,3.86,1.03,1
1.54,1.56,10.66,5.21,11.54,1.76,1.31,1.54,2.74,0.77,0.61,0.74,0.84,6.14,1.06,0
3.78,2.34,12.56,9.35,14.31,4.18,1.71,3.45,4.07,2.8,2.39,1.82,2.5,10,2.09,1
1.94,2.08,5.68,6.03,14.01,1.46,1.38,1.68,2.16,1.43,0.88,0.78,1.23,7.81,2.08,1
3.89,2.58,8.21,6.43,8.46,3.3,1.26,2.65,5.39,1.6,2.08,1.45,1.19,8.93,3.44,1
1.22,1.78,5.08,2.7,5.03,1.42,0.87,0.74,0.84,1.18,0.93,0.65,0.68,4.66,0.74,0
2.05,2.54,10.73,8.4,8.92,3.25,1.05,3.1,2.02,1.93,1.66,2.12,1.72,14.15,2.23,1
2.6,1.9,8.6,7.2,8.5,4.2,0.81,1.1,0.75,0.5,1.02,0.7,0.42,12,0.9,0
1.09,0.8,4.79,3.2,4.06,0.45,0.96,1.26,1.62,0.32,0.6,1.08,0.44,3.25,0.72,0
2.34,3.09,9.64,9.26,15.3,2.58,2.14,2.29,3.34,1.24,1.13,1.98,1.54,9.53,1.87,1
5.04,2.82,13.06,14.82,15.43,3.99,1.92,4.43,6,3.49,2.59,1.91,1.29,14.5,3.47,1
3.3,5,12.76,8.8,11.93,4.53,1.51,5.63,4.32,3.84,2.42,1.6,1.58,9.99,1.56,1
1.15,2.33,5.63,5.05,9.26,0.83,1.15,0.96,1.09,0.58,0.68,0.52,0.56,4.23,0.83,1
4.36,4.24,12.97,8.81,13.22,4.58,1.52,2.52,3.95,1.86,2.47,1.5,1.89,11,2.5,0
2.74,1.76,12.27,4.45,28.83,5.05,0.71,3.07,4.69,2.29,1.8,0.72,0.87,10.83,2.17,0
1.45,2.69,9.03,6.98,8.07,2.38,1.13,2.33,3.51,1.27,1.32,0.79,0.86,8.41,2.14,1
2.55,3.12,8.09,12.3,18.46,3,1.95,3.24,3.95,1.26,1.48,1.98,1.93,15.58,3.45,1
1.35,2.16,12.26,6.96,12.85,1.83,2.13,1.28,1.99,1.27,1.48,0.93,0.71,5.19,0.99,0
0.51,0.95,10.53,3.23,4.53,1.11,1.11,1.11,1.16,0.47,0.37,0.53,0.37,1.79,0.61,0
0.5,0.91,5.62,1.8,5.31,1.59,0.33,1.5,0.37,0.27,0.87,0.28,0.23,3.28,1.87,0
4.17,3.31,12.96,13.44,11.39,2.91,1.14,3.09,3.28,1.75,3.13,1.74,1.79,9.45,1.19,0
1.7,1.75,11.63,4.87,8.9,1.43,1.51,1.62,2.38,0.81,0.62,1.01,0.66,8.19,1.09,0
0.75,1.11,2.21,2.78,3.61,0.97,0.42,0.37,0.63,0.31,0.48,0.37,0.51,5.1,0.51,0
0.85,1.61,6.16,4.24,5.3,1.92,1.65,2.12,1.41,1.36,2.77,2.45,0.53,7.07,0.67,0
1.54,1.51,9.83,5.06,8.55,1.72,1.29,1.56,2.7,0.76,0.74,1.48,0.66,8.19,1.02,0
1.7,1.57,10.91,4.68,8.73,1.53,1.26,1.88,2.35,1.2,0.6,0.82,0.68,7.37,1.15,0
0.96,1,6.26,3.46,6.02,0.35,0.69,1.03,1.62,0.27,0.64,1.03,0.41,4.06,0.55,0
2.63,3.29,10.13,12.1,15.42,5.7,1.16,1.99,3.65,3.2,3.23,1.59,0.96,10.82,3,0
0.52,1.62,2.75,2.45,5.51,0.98,0.49,0.73,0.61,0.31,0.49,0.24,0.43,3.67,2.51,0
0.97,1.46,4.87,2.8,5.5,0.6,0.86,0.8,0.81,0.34,0.37,0.74,0.37,2.58,0.62,0
0.88,1.55,6.32,3.48,5.07,0.41,0.85,1.11,1.93,0.51,0.44,1.01,0.49,4.06,0.69,1
1.64,1.27,4.23,3.69,4.48,4.48,1.64,1.51,1.43,1.69,1.48,0.82,0.83,9.34,1.04,0
3.46,5.11,2.66,7.18,6.65,1.6,1.33,1.33,1.06,2.39,0.8,2.93,0.4,5.06,1.33,0
4.17,1.69,12.42,5.49,9.61,4.43,1.74,5.38,5.07,2.19,2.13,1.52,1.9,14,2.7,1
1.14,3.06,6.21,6.61,14.1,2.51,1.04,2.14,6.36,1.2,1.68,0.95,1.58,9.61,2.33,0
3.33,2.03,10.85,7.81,12.51,5.79,3,5.68,6.52,5.83,4.32,1.89,2.06,10.49,2.2,0
2.49,2.63,11.76,7.69,13.76,4.11,1.2,3.71,3.43,2.28,1.9,1.52,0.84,10.99,1.76,0
0.96,1.18,4.45,3.61,8.55,1.79,2.27,0.92,0.55,0.48,0.3,0.32,0.24,5.06,0.69,0
1.18,1.93,8.2,4.44,9.36,1.44,1.08,0.99,2.24,1.12,0.87,0.68,0.54,7.45,1.31,0
1.96,2.62,12.62,9.5,13.95,2.42,1.77,2.33,2.34,1.45,1.12,1.01,1.07,6.75,2.05,1
1.65,1.3,4.02,3.88,14.49,1.33,2.21,1.21,0.92,0.72,0.62,0.48,0.42,0.73,0.78,0
3.91,3.35,9.49,7.31,19.58,6.01,3.52,7.04,5.78,3.27,2.26,1.51,1.13,15.08,2.26,0
1.59,3.39,11.18,7.94,17.37,3.14,2.7,1.85,3.98,2.01,1.86,1.73,1.83,11.07,3.35,1
0.74,0.67,3.34,2.09,3.12,0.54,0.36,0.38,0.58,0.25,0.28,0.32,0.33,1.78,1.4,0
0.75,1.58,9.32,3.54,6.52,2.33,1.02,0.84,1.96,1.21,0.93,0.47,0.61,8.39,1.33,0
2.18,3.2,18.7,15.06,19.48,2.77,2.1,2.94,2.6,1.37,2.08,1.3,0.62,10.39,2.47,1
0.52,0.98,1.43,2.92,7.33,0.79,0.61,0.41,0.24,0.27,0.18,0.1,0.27,8.15,1.02,0
1.82,3.01,14.52,9.87,16.1,1.94,1.84,2.25,4.05,1.11,1.9,0.83,0.36,5.71,2.08,1
0.84,1.42,5.54,4.71,6.19,1.77,1.06,1.77,0.88,1.03,1.65,1.94,0.53,5.3,1.06,0
4.7,4.17,12.49,13.23,13.22,5.32,1.73,4.95,4.58,3.53,4.41,1.92,2.4,12,1.43,1
1.19,1.69,15.94,2.07,9.36,2.83,1.43,1.83,1.12,1.4,1.2,1.16,0.46,14.05,1.4,0
3.72,3.04,8.44,8.22,12.5,3.4,1.4,3.86,3.83,2.54,2.17,1.33,1.27,9,2.86,0
1.99,3.01,10.59,5.91,9.33,2.31,1.65,2.2,1.26,1.03,0.96,0.97,0.32,5.19,0.64,0
1.56,2.67,12.08,7.01,12.97,2.59,1.65,1.3,0.82,1.12,1.03,1.5,0.61,5.19,0.55,0
1.68,2.52,7.09,6.84,13.91,2.47,1.19,2.28,2.44,0.9,0.95,0.8,0.84,7.81,1.52,1
2.54,2.87,12.44,9.65,19.99,1.85,1.82,2,3,1.5,1.43,0.97,0.3,5.19,1.48,1
1.72,1.8,7.26,5.66,8.98,2.44,1.15,1.07,1.61,1.07,1.05,0.94,0.8,6.36,0.91,1
5.5,2.49,13.77,7.99,12.88,4.95,1.27,3.82,5.5,2.92,2.19,1.87,2.59,10,2.32,0
2.92,2.64,10.39,15.48,14.54,4.18,2.42,3.67,3.46,3.16,2.18,2.16,2.32,13.5,4.05,0
3.94,4.41,13.4,12.97,19.84,5.85,1.58,4.55,6.42,2.82,3.3,2.56,1.84,18,4.29,1
2.39,3.81,13.94,13.71,30.15,3.07,2.35,2.75,3.66,2.47,1.95,2.54,2.1,15.08,3.34,1
2.22,2.97,11.55,9.31,13.2,3.55,0.86,3.05,2.72,1.68,1.95,1.12,1.43,9,2.4,0
0.93,2.26,9.31,7.36,9.4,2.08,1.4,1.41,1.54,0.66,0.93,0.66,0.88,7.21,1.73,1
0.66,1.04,3.48,2.61,7.16,1.33,0.87,0.72,0.6,0.61,0.57,0.46,0.27,1.53,0.41,0
3.73,2.98,6.06,9.91,16.15,3.74,1.58,3.15,3.78,1.9,2.08,1.5,2.02,12.99,2.75,0
0.62,0.83,7.47,3.91,4.14,0.69,0.28,0.69,0.34,0.23,0.46,0.09,0.46,8.05,0.95,0
1.28,1.07,6.61,3.35,6.21,1.43,0.89,0.58,1.26,0.68,0.56,0.61,0.59,6.06,1.02,0
4.22,3.3,9.78,26.9,13.04,4.55,1.21,4.62,3.04,2.99,2.89,1.65,2.08,9.5,3.21,0
4.06,1.9,7.71,7.17,11.93,5.75,1.48,7.43,7.11,1.55,1.65,2,2.16,10,1.92,0
2.8,3.18,10.81,9.31,8.41,3.57,2,3.37,2.53,1.52,1.5,1.24,1.5,8.41,3.61,1
0.59,1.07,13.02,3.22,7.55,2.16,1.26,2.52,1.28,0.7,1.5,0.55,0.44,15.54,2.55,0
5.05,2.5,11.29,7.67,12.94,4.64,1.57,2.34,2.48,1.2,1.09,1.41,0.68,10,2.86,0
2.77,3.52,17.77,10.2,20.39,2.71,2.02,1.74,1.59,1.48,1.15,2.32,1.46,13.11,2.61,1
1.04,2.31,11.25,6.96,9.35,1.51,1.76,1.28,1.99,1.04,1.03,0.85,0.55,4.41,0.97,0
5.64,3.84,12.5,10.75,12.13,5.22,1.76,3.49,4.76,3.66,2.2,1.76,2.5,13.99,2,0
0.8,0.54,1.61,3.97,8.05,0.43,0.64,0.27,1.07,0.27,0.27,0.27,0.32,6.44,1.43,0
1.48,1.46,8.84,4.8,9.12,1.26,1.35,1.47,2.66,1.03,0.72,1.37,0.7,9.01,1.13,0
0.82,1.49,9.11,2.48,3.89,1.77,1.11,1.06,1.41,1.65,1.06,1.06,0.52,6.72,0.85,0
0.49,0.86,6.73,2.67,6.55,1.47,0.49,0.98,0.49,0.18,0.37,0.37,0.27,8.88,1.71,0
1.91,2.52,10.47,10.13,15.59,2.27,1.64,2.17,0.96,1.65,1.38,1.07,0.5,6.22,0.62,1
1.69,1.87,7.56,8.67,11.83,1.87,1.95,2.08,1.94,1.5,1.66,0.83,0.56,6.23,1.01,1
1.5,2,4,5.95,7.45,4.57,1.07,2,1.85,1.56,1.6,2,1.75,13.5,1.52,0
1.12,2.02,6.58,6.68,8.51,1.9,1.1,1.99,2.35,1.11,1.07,0.64,1.2,7.81,2.05,1
1.39,2.38,6.17,5.52,7.92,0.85,1.39,1.05,2.3,0.58,0.7,0.69,0.53,4.23,0.82,1
2.12,2.84,13.99,7.55,13.19,2.25,1.65,2.07,0.82,0.52,0.92,1.14,0.62,5.18,0.63,1
0.48,1.16,2.38,1.47,6.24,0.96,0.47,0.34,0.38,0.29,0.2,0.19,0.24,3.26,1.05,0
0.81,2.59,7.51,4.41,8.31,0.78,1.19,1.47,2,0.56,0.61,0.93,0.42,6.66,0.74,1
2.11,2.37,11.07,6.56,13.15,2.07,1.68,2.42,1.24,1.17,0.96,1.07,0.48,5.19,0.57,1
0.87,1.44,6.76,2.94,7.69,1.53,1.14,0.87,0.52,0.63,0.61,0.72,0.15,1.43,0.61,0
0.88,1.19,5.61,3.48,5.07,0.41,0.85,1.11,1.76,0.5,0.44,0.95,0.47,4.06,0.69,0
0.83,1.3,6.66,4.44,4.44,2.77,0.89,2.22,2.33,0.78,2.11,0.67,0.78,13.32,3.7,0
1.65,2.15,5.7,6.32,14.41,2.61,1.39,2.85,2.92,1.17,1.11,0.77,1.12,8.11,1.74,1
0.79,0.92,2.73,1.68,2.45,0.86,0.46,0.22,0.45,0.27,0.21,0.21,0.32,2.05,1.63,0
1,1.64,4,6.07,10,6.24,1,1.12,1,1.82,2,0.86,0.98,5,1,0
3.06,3.2,10.32,10.95,10.98,3.16,1.45,3.12,2.89,1.81,1.75,2.5,1.99,11.17,3,1
1.2,2.09,6.83,6.65,11.41,2.38,1.16,1.71,1.97,1.01,1.01,1,1.29,8.41,1.96,0
1.51,1.77,13.1,5.35,8.19,1.72,1.47,1.31,2.87,0.68,0.78,1.15,0.71,9.83,1.17,0
1.87,2.02,11.63,6.2,12.45,2.34,1.57,2.13,1.12,1.14,0.89,1.09,0.39,4.41,0.54,0
0.68,0.98,5.55,4.22,8.17,1.32,1.15,1.12,1.25,0.67,0.6,0.8,1.02,3,1.04,0
0.54,1.19,6.63,2.8,3.44,1.96,0.69,1.45,0.67,0.4,0.93,0.23,0.29,3.06,1.66,0
0.47,0.9,6.92,1.4,4.21,1.12,0.28,1.12,0.28,0.14,0.42,0.14,0.19,4.68,2.22,0
1.11,2.13,8.58,6.02,10.34,1.92,1.28,1.39,1.72,1.18,1.29,1.23,0.54,4.15,1.09,1
4.22,3,9.7,10.57,18.37,4.19,1.57,3.8,4.57,1.98,2.05,1.68,1.83,14,2.86,0
3.88,4.12,12.34,11.92,14.12,3.99,1.92,3.14,3.68,2.53,2.66,2.2,1.54,13,1.93,1
4.84,2.79,8.82,9.36,12.1,3.52,1.3,4.07,3.31,2.2,1.82,1.5,2.04,14,2.61,0
2.62,3.77,14.86,11.07,20.1,3.53,2.21,2.21,1.74,1.56,1.2,1.75,1.41,11.65,2.63,1
1.8,1.1,5.34,3.35,6.71,0.73,0.8,0.54,1.35,0.77,0.58,0.41,0.56,2.8,1.11,0
2.34,3.08,11.36,7.68,11.24,2.57,1.66,1.61,2.87,1.24,1,0.69,0.83,7.27,1.63,1
0.4,0.79,4.21,1.87,3.9,1.22,0.44,1.11,0.28,0.19,0.59,0.09,0.22,1.87,2.11,0
1.12,2.9,7.44,5.52,8.99,1.93,1.33,1.12,1.57,1.55,1.48,1.47,0.92,9.47,1.06,0
2.06,2.99,8.27,11,13.22,3.91,1.73,3.3,4.41,1.87,1.95,1.1,1.67,12,1.43,0
2.32,3.77,10.63,10.86,15.97,2.71,2.49,2.69,3.59,1.8,1.82,1.92,1.08,9.43,1.68,1
1.79,2.7,13.24,10.8,13.5,2.18,1.85,2.47,2.53,1.59,1.6,1.27,0.35,6.75,1.58,1
1.9,2.63,12.88,7.55,12.46,2.26,1.65,2.05,0.82,1.14,0.92,1.34,0.51,4.15,0.55,0
0.84,1.57,7.45,3.26,6.99,1.21,0.84,0.75,1.12,1.02,0.75,0.47,0.84,4.66,0.79,0
1.36,2.32,9.46,5.76,11.62,1.45,1.61,1.8,3.22,0.91,0.81,1.25,0.64,5.19,0.7,1
5.66,3.4,10.39,15.48,11.67,4.26,1.24,4.91,4.18,3.12,3.12,1.64,2.32,13.5,2.77,0
1.09,1.06,6.15,3.35,4.98,0.45,0.96,0.96,1.62,0.48,0.36,1.08,0.44,2.57,0.72,0
1.66,0.95,1.77,2.63,7.09,1.18,1.18,1.18,0.59,0.83,0.59,0.35,0.18,0.76,0.45,0
1.56,1.63,12.79,4.51,9.19,1.76,1.34,1.93,2.15,0.87,0.65,1.56,0.62,9.01,1.13,0
1.98,2.22,9.14,5.05,10.39,2.37,1.65,1.94,0.96,1.09,0.96,1.4,0.57,5.18,0.55,0
1.39,1.74,6.78,4.98,6.64,1.49,1.47,1.41,1.32,1.33,1.22,1,0.94,3.81,1.38,0
1.48,1.46,5.73,2.62,6.55,1.26,1.35,1.39,3.38,1.04,0.77,0.82,0.46,3.28,0.98,0
1.1,2.4,4.41,6.61,6.61,11.02,0.44,1.1,0.88,1.1,2.2,0.25,2,3,3.57,0
5.33,6,13.96,16.93,33.57,4.7,1.23,6.61,6.61,2.94,2.94,2,1.83,12,2.5,0
0.65,0.76,5.36,3.21,5.92,2.38,0.69,1.01,0.46,0.33,0.41,0.57,0.32,7.96,1.45,0
3.49,1.56,2.47,3.23,5.43,1.38,1.27,0.92,0.42,0.5,0.39,0.68,0.31,0.98,0.5,0
0.95,1.61,14.52,4.1,5.53,2.42,1.04,4.94,1.5,0.89,1.01,1.04,0.65,17.76,2.42,0
1.04,2.1,12.39,6.52,12.46,2,1.55,1.33,1.75,1.02,1.09,0.98,0.62,5.19,1.14,1
4.41,3.59,11.02,8.81,11.74,3.66,1.3,3.45,4.84,1.76,1.54,1.76,1.29,12,4.29,0
1.8,2.19,11.16,8.29,25.63,2.71,1.33,1.42,2.54,1,0.92,0.81,0.92,6.22,1.24,1
0.95,2.08,6.23,5.82,11.57,1.56,1.57,1.06,1.59,1.2,1.02,0.93,0.58,4.15,0.6,0
1.19,3.6,10.39,6.92,11.43,1.9,1.82,1.14,0.86,1.14,1.14,0.68,0.68,5.19,1.55,0
1.07,1.67,6.94,3.86,7.78,1.79,1.01,1.02,1.26,0.97,0.87,0.51,0.65,6.52,1.04,0
1.96,2.66,10.85,8.59,12.16,3.47,1.52,3.04,4.59,3.26,3.81,1.56,1.08,11.17,2.51,1
0.93,1.68,15.58,5.58,9.85,1.66,1.9,1,2.07,1,1.45,0.9,0.5,8.31,0.99,0
4.41,2.89,6.59,11,22.04,7.55,1.77,4.05,3.17,2.47,0.66,1.68,2.5,9,1.71,0
1.2,2.06,6.95,3.86,7.3,1.61,1.28,1.79,1.24,0.73,1.02,0.84,0.9,3.83,0.99,0
0.95,1.56,11.69,3.01,6.36,3.54,3.18,1.59,2.65,1.77,2.48,1.41,1.59,4.77,0.9,0
1.75,1.64,12.28,4.02,11.05,2.07,1.76,1.8,2.54,0.94,0.94,0.49,1.06,4.5,0.98,0
2.07,2.53,14.23,7.68,14.8,2.86,1.67,2.27,0.82,2.07,1.36,1.06,0.74,6.23,0.62,1
0.76,1.33,6.56,3.59,6.89,1.1,0.79,0.69,0.75,0.98,0.88,0.56,0.39,5.17,0.56,0
1.54,2.14,6.32,5.33,9.06,2.51,1.31,1.09,1.37,1.21,1.27,0.82,0.83,11.16,1.27,1
0.99,2.05,10.25,4.01,8.37,1.25,0.88,0.72,1.25,0.81,0.74,0.7,0.5,8.39,1.1,0
0.52,1.27,1.68,2.65,2.92,1.47,0.37,0.46,0.75,0.34,0.38,0.39,0.43,4.08,0.61,0
4.23,1.88,8.81,8.81,12.11,4.11,1.45,5.87,5.14,3.27,3.31,3.33,1.92,12.5,3.04,0
0.93,1.59,8.84,2.92,3.71,1.77,0.88,1.77,0.57,0.66,0.53,0.93,0.88,6.36,1.02,0
1.2,1.91,8.45,4.44,7.05,1.3,1.07,0.81,2.2,1.1,0.79,0.68,0.51,5.59,1.21,0
1.4,0.87,5.36,3.51,5.55,0.62,0.74,0.92,0.94,0.34,0.57,0.41,0.44,3.35,0.66,0
0.98,1.59,11.46,2.29,12.11,1.84,1.33,2.17,2.62,0.85,0.85,1.8,0.73,4.91,0.82,0
1.73,2.07,11.89,6.04,10.73,2.18,1.65,1.93,0.82,0.72,1.03,1.07,0.61,3.38,0.55,0
1.48,2.48,7.67,10,10.67,1.5,0.8,1.5,1.5,1.37,1.07,1,0.98,10,2,0
0.47,0.76,4.9,2.11,4.57,1.22,0.66,0.94,0.24,0.37,0.47,0.24,0.32,4.28,1.5,0
1.3,1.68,4.66,1.96,5.31,0.93,0.84,0.92,1.12,0.79,0.75,0.51,0.44,4.94,0.79,0
0.76,1,7.59,3.58,8.47,1.16,1.59,0.63,0.44,0.42,0.34,0.29,0.23,4.02,0.94,1
5.05,3.55,8.82,10.22,15.16,4.59,1.51,2.34,2.48,1.2,1.09,1.64,0.68,12.99,2.71,0
6.41,6.84,12.82,17.09,19.23,0.85,3.7,7.83,3.42,2.85,0.85,0.85,0.71,8.55,2.85,0
1.26,1.75,3.79,5.07,6.63,2.88,1.01,2.47,1.57,1.58,1.66,0.74,1,8.94,1.09,0
1.55,2.16,5.22,3.91,6.15,1.3,0.91,0.87,1.09,0.81,0.75,0.59,0.43,4.84,0.7,0
1.12,1.69,8.07,3.35,7.52,1.3,1.12,1.02,1.68,1.12,1.09,0.61,0.47,3.45,1.06,0
1.58,2.3,6.59,10.41,15.62,1.88,1.57,1.67,3.03,0.97,1.43,1.76,1.2,12.46,2.7,1
3.01,3.73,13.9,11.02,21.99,3.55,2.39,2.25,2.18,1.46,1.45,1.73,0.95,11.65,2.94,1
1.39,1.9,7.03,4.7,6.64,1.49,1.47,1.41,1.65,1.21,1.22,1.04,0.94,4.68,1.41,1
1.27,1.04,3.5,2.86,5.36,0.37,1.22,0.68,0.95,0.53,0.35,0.48,0.21,8.05,1.23,0
1.45,1.54,6.31,4.29,8.77,0.72,1.24,0.72,1.08,0.53,0.35,0.68,0.31,8.05,1.41,1
0.49,0.88,1.84,1.22,6.12,1.47,0.98,1.22,0.49,0.31,0.31,0.61,0.37,9.79,1.22,0
0.76,2.03,5.33,4.33,6.66,0.77,1.07,1.22,2.91,0.72,0.63,0.74,0.44,4.44,0.71,0
1.53,3.34,7.41,6.75,13.31,2.9,2.18,2.82,5.28,2.39,1.72,2.12,1.59,10.06,4.36,1
1.61,2.42,7.33,5.92,18.77,1.98,1.08,1.2,2.6,1.09,1.2,1.08,1.41,8.41,2.4,1
0.9,1.34,8.39,3.45,6.99,1.34,0.86,0.78,0.93,1.01,0.86,0.75,0.58,5.59,1,0
1.45,2.67,20.08,9.35,12.12,2.22,2,2.59,3.01,1.4,1.71,1.14,0.5,5.45,1.66,0
1.17,1.41,2.93,2.93,5.8,1.46,1.05,1.17,1.17,0.59,0.59,1,1.04,4.68,1.05,0
1.47,1.47,5.78,3.88,5.41,0.45,0.95,0.91,1.35,0.29,0.45,0.63,0.48,3.52,0.61,1
3.85,3.3,9.17,15.41,14.31,3.58,1.63,2.48,4.21,3.11,2.16,1.25,2,7.99,2.86,0
1.06,2.23,9.69,5.54,5.71,1.74,1.9,1.88,1.73,1.68,1.26,1.07,0.74,3.12,1.03,0
3.73,2.98,9.14,10.47,13.58,3.11,1.09,3.15,3.78,1.48,2.06,1.57,1.69,12,2.75,0
0.76,2.03,3.89,4.33,6.66,0.77,1,1.11,2.91,0.72,0.63,0.67,0.39,4.44,0.71,0
0.88,1.09,5.41,1.89,5.07,0.32,0.85,0.81,1.89,0.38,0.44,1.01,0.41,3.52,0.69,0
2.04,2.85,13.34,8.33,14.54,2.92,1.7,2.44,0.82,1.74,1.65,1.14,0.67,9.35,0.59,1
0.68,1.55,2.24,4.21,7.74,1.43,0.92,0.41,0.43,0.41,0.41,0.22,0.27,20.36,0.81,0
1.35,0.97,5.21,3.01,5.05,0.43,1.1,0.99,1.44,0.47,0.41,0.5,0.41,4.06,0.63,0
1.45,1.86,4.84,7.06,5.14,2.01,0.92,1.43,0.95,0.81,0.94,0.55,0.86,8,1.49,0
1.86,1.88,3.73,5.14,9.31,1.65,1.26,1.41,1.06,0.8,0.74,1.42,0.53,2,1.45,0
2.07,1.87,11.3,8.29,27.11,2.64,1.32,1.42,2.56,1.19,0.93,0.78,0.67,6.22,1.24,1
0.79,0.86,7.8,2.67,6.55,2.24,0.83,1.35,0.65,0.35,0.45,1.02,0.37,8.88,1.71,0
2.68,3.87,13.68,10.73,21.14,3.62,2.26,1.79,1.8,1.32,1.21,1.34,1.32,14.27,2.77,1
1.48,2.31,12.26,6.96,11.63,1.51,1.76,1.28,1.99,1.27,1.48,0.85,0.55,5.19,0.99,1
0.93,2.49,7.78,3.89,6.23,2.33,1.92,1.3,2.33,1.56,0.93,1.04,1.04,12.97,1.3,0
1.17,2.22,7.55,5.06,9.57,1.55,1.06,1.4,1.35,0.99,1.12,0.95,0.95,4.38,1.09,1
2.84,1.62,4.89,3.57,9.85,0.95,1.09,0.95,0.63,0.42,0.48,0.43,0.53,6.85,3.43,0
3.67,4,13.78,15.79,13.23,4.06,1.46,3.39,4.77,2.53,2.58,1.71,1.69,9.5,2.86,0
1.68,3.05,4.4,4.2,10.81,1.6,1.8,2.7,2.1,2.55,1.8,1.14,1.34,8.41,1.86,1
5.44,2.44,13.56,13.39,16.66,4.62,1.69,4.44,5.03,2.24,2.42,2.26,1.82,15,3.18,1
1.11,1.21,5.66,2.89,7.77,2,0.89,1.33,1.44,0.78,0.49,0.67,0.41,7.77,1.82,0
2.2,2.33,3.97,9.27,15.39,4.09,1.08,5.62,4.6,1.1,2.4,0.99,1.66,10,1.43,0
1.18,0.92,5.43,3.26,4.63,1.52,1,1.73,0.94,0.3,0.17,0.71,0.31,4.51,0.45,0
0.52,1.58,7.58,5.12,8.05,2.08,1.63,1.25,0.99,0.8,0.99,0.71,0.37,4.15,0.99,1
2.59,2.13,12.26,10.13,12.71,2.49,1.65,2.42,0.82,0.79,1.34,1.06,0.6,4.67,0.67,0
2.42,2.27,9.69,9.34,10.37,2.42,1.72,1.88,3.42,1,1.4,1.66,1.7,10.39,2.27,0
4.24,2.5,11.75,5.82,6.61,4.51,1.32,4.96,3.4,1.65,2.13,1.77,2.16,14,2.26,0
2.12,2.92,9.44,9.8,11.93,3.07,1.18,3.67,2.52,2.41,2.21,2.14,1.25,12.28,2.19,1
2.9,5.28,21.04,23.81,45.57,3.69,2.7,2.86,3.52,2.18,2.15,2.18,1.41,11.62,2.24,1
4.61,3.5,13.6,12.13,13.59,3.93,1.71,4.19,4.23,3.99,2.6,1.5,2,10,2.14,0
1.5,1.5,4,4,8,1,1,1,0.35,0.4,0.4,1,1,10,1.5,0
2.23,2.07,8,11.46,10.2,3.9,1.11,3.68,2.19,2.07,2.24,1.69,1.62,16,2.7,1
1.64,2.47,9.44,7.64,11.54,2.67,1.38,2.52,2.76,1.34,1.2,0.8,1.1,7.81,2.59,0
3.55,2.5,8.07,12.59,15.43,4.99,1.46,4.41,3.82,1.57,2.34,1.25,1.38,12.75,1.79,0
4.56,4,11.57,10.75,12.13,4.2,1.82,3.03,4.26,2.23,2.74,1.6,1.52,9.99,2,0
0.6,0.85,2.94,3.14,4.59,0.92,0.63,0.63,0.44,0.35,0.41,0.56,0.34,4.9,1.84,0
0.84,1.14,5.12,3.61,6.67,1.02,0.88,0.53,0.5,0.43,0.42,0.3,0.53,3.26,1.67,0
2.04,2.21,21.97,7.6,20.77,3.45,1.65,2.07,0.82,0.93,0.96,1.24,0.35,6.23,0.68,0
1.67,3,14.15,9.23,12.02,1.94,1.71,2.3,2.34,1.51,1.16,1.05,0.33,6.23,1.17,1
